Date,Australian dollar(AUD),Canadian dollar(CAD),Chinese yuan(CNY),Euro(EUR),Indian rupee(INR),Japanese yen(JPY),U.K. pound(GBP)
28-Mar-2017,0.7615,1.3374,6.8846,1.0859,65.0892,110.57,1.25555
29-Mar-2017,0.7644,1.3364,6.8899,1.0748,64.9552,111.22,1.24315
30-Mar-2017,0.7663,1.3304,6.8928,1.0737,64.9325,111.35,1.24545
31-Mar-2017,0.7644,1.331,6.891,1.0691,64.8386,112.05,1.24525
03-Apr-2017,0.7602,1.3384,6.891,1.0661,64.9103,111.3,1.2502
04-Apr-2017,0.7576,1.3425,6.891,1.0651,64.9103,110.49,1.2448
05-Apr-2017,0.758,1.3409,6.8946,1.0678,65.0438,110.79,1.24785
06-Apr-2017,0.7542,1.3418,6.8972,1.0666,64.9791,110.5,1.2456
07-Apr-2017,0.7523,1.3395,6.899,1.063,64.9791,110.43,1.24235
10-Apr-2017,0.749,1.3349,6.908,1.0578,64.4418,111.42,1.2406
11-Apr-2017,0.7502,1.3332,6.9023,1.0616,64.5438,110.8,1.2426
12-Apr-2017,0.7499,1.33,6.8928,1.0605,64.692,109.48,1.2497
13-Apr-2017,0.7589,1.3275,6.8846,1.063,64.3165,108.85,1.2541
14-Apr-2017,0.7589,1.3275,6.8866,1.063,64.3165,109.17,1.2541
17-Apr-2017,0.7589,1.3289,6.8869,1.063,64.4053,108.3,1.2541
18-Apr-2017,0.756,1.3377,6.8887,1.0682,64.5657,109.1,1.266
19-Apr-2017,0.7521,1.346,6.8862,1.0725,64.5443,108.55,1.28395
20-Apr-2017,0.7507,1.3482,6.8857,1.0745,64.6364,108.95,1.28015
21-Apr-2017,0.7535,1.3506,6.8813,1.0698,64.5701,109.25,1.2793
24-Apr-2017,0.7559,1.3492,6.8861,1.0848,64.4757,110.04,1.28185
25-Apr-2017,0.7559,1.3592,6.8865,1.0891,64.2776,109.92,1.2819
26-Apr-2017,0.7516,1.3593,6.8898,1.0893,64.0013,111.35,1.28225
27-Apr-2017,0.7485,1.3624,6.8944,1.0881,64.1141,111.3,1.29
28-Apr-2017,0.7475,1.3662,6.8977,1.093,64.217,111.25,1.29415
01-May-2017,0.7486,1.3662,6.8977,1.093,64.217,111.45,1.29415
02-May-2017,0.7539,1.372,6.8973,1.0915,64.2072,112.0,1.2924
03-May-2017,0.75,1.3714,6.8936,1.0919,64.1439,112.0,1.2926
04-May-2017,0.7408,1.3714,6.8964,1.0927,64.2115,112.0,1.2886
05-May-2017,0.7376,1.3712,6.8986,1.0961,64.3079,112.0,1.2935
08-May-2017,0.7415,1.3705,6.9034,1.0938,64.2154,112.75,1.296
09-May-2017,0.7352,1.3728,6.9065,1.0888,64.5065,113.5,1.29255
10-May-2017,0.7366,1.3672,6.9035,1.0882,64.5065,113.85,1.2947
11-May-2017,0.7352,1.3707,6.9032,1.086,64.438,114.15,1.28945
12-May-2017,0.7385,1.3714,6.9034,1.0876,64.3043,113.88,1.2855
15-May-2017,0.7399,1.3641,6.898,1.0972,64.1188,113.4,1.2928
16-May-2017,0.7423,1.3596,6.8934,1.1059,64.0758,113.49,1.2892
17-May-2017,0.743,1.3614,6.889,1.1117,64.0214,112.65,1.2972
18-May-2017,0.7457,1.3611,6.8925,1.1129,64.3441,111.03,1.30345
19-May-2017,0.7426,1.3544,6.8921,1.1179,64.9906,111.38,1.3005
22-May-2017,0.7444,1.3544,6.8905,1.1243,64.5632,111.48,1.2998
23-May-2017,0.7497,1.349,6.8905,1.1215,64.7751,111.08,1.2967
24-May-2017,0.745,1.346,6.8902,1.1193,64.8586,111.8,1.2962
25-May-2017,0.751,1.3453,6.8693,1.1214,64.5088,111.64,1.296
26-May-2017,0.7435,1.3456,6.857,1.1196,64.5945,111.56,1.2854
30-May-2017,0.7438,1.3469,6.857,1.1173,64.6336,110.85,1.28655
31-May-2017,0.745,1.35,6.8289,1.1221,64.5459,110.95,1.28385
01-Jun-2017,0.7403,1.35,6.8002,1.1219,64.4704,111.0,1.28535
02-Jun-2017,0.739,1.3504,6.8166,1.1217,64.4208,111.63,1.28535
05-Jun-2017,0.7464,1.3483,6.8028,1.1249,64.3485,110.56,1.29065
06-Jun-2017,0.7493,1.3461,6.7962,1.1258,64.3516,109.87,1.29065
07-Jun-2017,0.754,1.3492,6.7936,1.1217,64.4538,109.5,1.29
08-Jun-2017,0.755,1.3503,6.794,1.1229,64.3554,109.85,1.29425
09-Jun-2017,0.7535,1.3453,6.7979,1.1176,64.2584,110.3,1.27535
12-Jun-2017,0.7535,1.3415,6.7972,1.1221,64.3407,110.2,1.26905
13-Jun-2017,0.7556,1.3238,6.7972,1.1217,64.4453,109.99,1.27315
14-Jun-2017,0.7551,1.3209,6.7975,1.1203,64.3141,110.05,1.27275
15-Jun-2017,0.7616,1.3283,6.7956,1.1166,64.3141,109.7,1.2777
16-Jun-2017,0.7593,1.3232,6.812,1.1167,64.5883,111.08,1.2777
19-Jun-2017,0.7614,1.322,6.8177,1.1199,64.3788,111.04,1.2802
20-Jun-2017,0.7612,1.3267,6.8321,1.1156,64.4672,111.69,1.267
21-Jun-2017,0.7563,1.331,6.8287,1.1147,64.6025,111.37,1.26815
22-Jun-2017,0.7558,1.3241,6.8308,1.1169,64.495,111.15,1.26705
23-Jun-2017,0.7557,1.3268,6.84,1.1173,64.5365,111.36,1.2738
26-Jun-2017,0.7578,1.3238,6.838,1.1187,64.5365,111.31,1.274
27-Jun-2017,0.7599,1.3188,6.8277,1.1278,64.4572,111.95,1.275
28-Jun-2017,0.7611,1.306,6.7992,1.1375,64.5288,112.1,1.28255
29-Jun-2017,0.7662,1.3015,6.7789,1.1413,64.4715,112.29,1.2966
30-Jun-2017,0.7692,1.2977,6.782,1.1412,64.7379,111.94,1.29785
03-Jul-2017,0.7692,1.2977,6.7881,1.1369,64.7379,112.53,1.2955
05-Jul-2017,0.7619,1.2982,6.7975,1.1329,64.7209,113.07,1.29085
06-Jul-2017,0.7597,1.2946,6.804,1.1385,64.7779,113.05,1.2957
07-Jul-2017,0.7585,1.2887,6.7995,1.1412,64.7342,113.78,1.2893
10-Jul-2017,0.7608,1.2888,6.8027,1.1387,64.5405,114.1,1.2876
11-Jul-2017,0.7612,1.292,6.8002,1.1405,64.5025,114.18,1.2905
12-Jul-2017,0.7653,1.2794,6.7887,1.1449,64.4969,113.47,1.2859
13-Jul-2017,0.7705,1.2743,6.7807,1.1417,64.4384,113.18,1.29235
14-Jul-2017,0.7744,1.2672,6.7814,1.1415,64.4539,113.5,1.29695
17-Jul-2017,0.7812,1.2669,6.7747,1.1462,64.3666,113.5,1.3066
18-Jul-2017,0.7904,1.2628,6.7582,1.1555,64.3301,112.2,1.30245
19-Jul-2017,0.7935,1.2595,6.7566,1.1533,64.3211,112.05,1.3051
20-Jul-2017,0.7924,1.2585,6.766,1.1485,64.4273,111.84,1.29405
21-Jul-2017,0.7911,1.2549,6.767,1.1642,64.3185,111.95,1.3004
24-Jul-2017,0.7929,1.2512,6.752,1.1648,64.4494,110.89,1.3033
25-Jul-2017,0.794,1.2512,6.7512,1.1694,64.358,111.3,1.3032
26-Jul-2017,0.789,1.2505,6.7563,1.1644,64.4208,111.9,1.3054
27-Jul-2017,0.8046,1.252,6.7357,1.1694,64.1216,110.9,1.31475
28-Jul-2017,0.797,1.2447,6.7426,1.1729,64.1483,111.04,1.3086
31-Jul-2017,0.7987,1.2485,6.7265,1.1727,64.0773,110.55,1.3124
01-Aug-2017,0.8011,1.2514,6.7189,1.1812,64.0683,110.3,1.32125
02-Aug-2017,0.7962,1.256,6.7248,1.1829,64.069,110.75,1.323
03-Aug-2017,0.7923,1.2578,6.7236,1.186,63.6314,110.72,1.31875
04-Aug-2017,0.7977,1.2638,6.7172,1.1868,63.7091,110.1,1.3141
07-Aug-2017,0.7977,1.2638,6.7172,1.1797,63.7375,110.75,1.30535
08-Aug-2017,0.7923,1.2672,6.7056,1.1814,63.7382,110.75,1.3033
09-Aug-2017,0.7884,1.2705,6.6792,1.1731,63.7491,109.9,1.30025
10-Aug-2017,0.7873,1.2711,6.6593,1.1732,63.9437,110.0,1.30015
11-Aug-2017,0.7859,1.2685,6.6673,1.1765,64.1693,110.0,1.2965
14-Aug-2017,0.7892,1.2705,6.6648,1.1797,64.0253,109.37,1.29685
15-Aug-2017,0.7852,1.2755,6.6767,1.1744,64.0253,110.18,1.2876
16-Aug-2017,0.7842,1.2699,6.695,1.171,64.2428,110.66,1.2871
17-Aug-2017,0.7938,1.2647,6.6685,1.1697,64.2428,110.0,1.2864
18-Aug-2017,0.7896,1.2586,6.6804,1.174,64.1048,109.4,1.28915
21-Aug-2017,0.7921,1.2575,6.6707,1.1761,64.0285,109.26,1.28955
22-Aug-2017,0.794,1.2552,6.6549,1.1771,64.1099,109.25,1.2821
23-Aug-2017,0.7894,1.2564,6.6621,1.1799,64.1272,109.7,1.2808
24-Aug-2017,0.7896,1.2529,6.6614,1.1806,64.0676,109.18,1.28215
25-Aug-2017,0.7905,1.2492,6.6646,1.1808,64.0676,109.6,1.28365
28-Aug-2017,0.7943,1.2482,6.6408,1.1925,63.8701,109.1,1.29
29-Aug-2017,0.7926,1.2515,6.6014,1.2048,64.0174,108.8,1.2949
30-Aug-2017,0.7981,1.2605,6.5822,1.1916,63.9431,109.85,1.2925
31-Aug-2017,0.7898,1.2536,6.5957,1.1825,64.0154,110.5,1.2876
01-Sep-2017,0.7934,1.239,6.5769,1.192,63.9804,110.1,1.2933
05-Sep-2017,0.7961,1.2371,6.5465,1.189,64.1164,109.32,1.296
06-Sep-2017,0.7993,1.2264,6.523,1.1931,64.2146,108.51,1.3047
07-Sep-2017,0.7991,1.2148,6.4935,1.1971,64.0276,109.08,1.309
08-Sep-2017,0.8121,1.2132,6.4483,1.206,63.8664,108.36,1.31945
11-Sep-2017,0.8055,1.2128,6.5131,1.1997,63.8859,108.45,1.3215
12-Sep-2017,0.8023,1.2159,6.534,1.1933,63.9474,109.4,1.3277
13-Sep-2017,0.8027,1.2187,6.5284,1.1979,63.9818,110.15,1.32645
14-Sep-2017,0.8,1.2198,6.549,1.1885,64.0692,110.47,1.3243
15-Sep-2017,0.8001,1.2182,6.5488,1.1963,64.0774,110.18,1.35825
18-Sep-2017,0.8028,1.2238,6.5565,1.1948,64.0371,110.18,1.35435
19-Sep-2017,0.7976,1.2277,6.5855,1.1972,64.1769,111.5,1.34995
20-Sep-2017,0.8029,1.2273,6.5731,1.2007,64.3637,111.61,1.3533
21-Sep-2017,0.7964,1.2339,6.5969,1.1905,64.5256,112.53,1.348
22-Sep-2017,0.7933,1.2317,6.5923,1.1961,64.9596,112.05,1.3557
25-Sep-2017,0.7966,1.2341,6.6141,1.1867,64.8357,112.51,1.3479
26-Sep-2017,0.7938,1.237,6.6311,1.1787,65.3371,111.55,1.3432
27-Sep-2017,0.7858,1.2412,6.6378,1.1741,65.6947,112.42,1.3426
28-Sep-2017,0.7813,1.2412,6.672,1.1778,65.7604,112.89,1.342
29-Sep-2017,0.7839,1.248,6.6481,1.1806,65.3552,112.66,1.3384
02-Oct-2017,0.7839,1.2505,6.6481,1.1744,65.3552,112.76,1.33105
03-Oct-2017,0.7801,1.25,6.6481,1.1753,65.5529,112.93,1.3259
04-Oct-2017,0.7859,1.2479,6.6481,1.1787,65.2899,112.6,1.3282
05-Oct-2017,0.7832,1.2548,6.6481,1.1742,65.1758,112.75,1.3182
06-Oct-2017,0.7755,1.2548,6.6481,1.1707,65.2276,113.0,1.3064
10-Oct-2017,0.7785,1.2501,6.5942,1.1797,65.2652,112.65,1.3189
11-Oct-2017,0.7782,1.2498,6.5783,1.183,65.2691,112.33,1.3195
12-Oct-2017,0.7817,1.2472,6.5852,1.1856,65.1003,112.38,1.3167
13-Oct-2017,0.7832,1.2487,6.5864,1.181,64.9301,112.25,1.329
16-Oct-2017,0.7872,1.2529,6.5858,1.1803,64.7603,112.0,1.33015
17-Oct-2017,0.7846,1.2548,6.6135,1.1759,64.9226,112.19,1.3204
18-Oct-2017,0.7848,1.2486,6.6231,1.1749,65.0649,112.21,1.31795
19-Oct-2017,0.7852,1.2478,6.6204,1.1834,65.0649,113.0,1.3167
20-Oct-2017,0.7845,1.2601,6.6157,1.1818,65.0649,113.17,1.3178
23-Oct-2017,0.7826,1.2644,6.6361,1.174,65.0239,114.0,1.3173
24-Oct-2017,0.7819,1.2666,6.6364,1.1761,64.9256,113.37,1.3179
25-Oct-2017,0.772,1.2771,6.6427,1.1785,65.1386,113.91,1.3244
26-Oct-2017,0.7706,1.2831,6.6324,1.1753,64.7888,113.55,1.3219
27-Oct-2017,0.7642,1.2831,6.6515,1.1605,65.0931,114.15,1.31025
30-Oct-2017,0.7677,1.2837,6.6502,1.1612,64.9338,113.74,1.319
31-Oct-2017,0.7673,1.2893,6.6285,1.1638,64.7745,113.15,1.3219
01-Nov-2017,0.7659,1.2885,6.6154,1.1612,64.5256,113.9,1.3297
02-Nov-2017,0.7715,1.2822,6.6026,1.1645,64.593,114.02,1.3137
03-Nov-2017,0.769,1.2764,6.6246,1.1657,64.5764,114.02,1.30915
06-Nov-2017,0.7655,1.2746,6.6358,1.159,64.7267,114.37,1.3112
07-Nov-2017,0.768,1.2785,6.6319,1.1562,64.8064,113.77,1.31335
08-Nov-2017,0.7653,1.2729,6.6373,1.159,65.0592,113.78,1.3118
09-Nov-2017,0.7683,1.2692,6.6341,1.163,64.8967,114.0,1.3121
10-Nov-2017,0.7682,1.2683,6.6449,1.1654,65.0147,113.36,1.316
13-Nov-2017,0.7658,1.2683,6.6456,1.1656,65.4272,113.66,1.3092
14-Nov-2017,0.7632,1.2733,6.6402,1.1745,65.5171,113.65,1.3111
15-Nov-2017,0.7583,1.2773,6.6339,1.184,65.3689,113.46,1.3169
16-Nov-2017,0.7594,1.2745,6.636,1.1771,65.2969,113.03,1.319
17-Nov-2017,0.7574,1.2783,6.6339,1.1795,64.8462,112.94,1.3198
20-Nov-2017,0.7556,1.2793,6.6337,1.1781,65.0565,112.0,1.3245
21-Nov-2017,0.7537,1.2778,6.6363,1.1718,65.0386,112.6,1.32315
22-Nov-2017,0.7568,1.2729,6.6153,1.1749,64.7453,112.33,1.32495
27-Nov-2017,0.7603,1.2735,6.6005,1.1952,64.6948,111.4,1.33495
28-Nov-2017,0.7611,1.2807,6.602,1.1888,64.4206,111.18,1.3297
29-Nov-2017,0.7586,1.2853,6.5964,1.1827,64.4058,111.45,1.34035
30-Nov-2017,0.7585,1.2888,6.6073,1.1849,64.4332,112.0,1.34445
01-Dec-2017,0.7564,1.2729,6.6075,1.1885,64.4332,112.43,1.35025
04-Dec-2017,0.7598,1.2695,6.618,1.1865,64.3799,112.75,1.3505
05-Dec-2017,0.7651,1.268,6.6129,1.1847,64.3764,112.5,1.3412
06-Dec-2017,0.7578,1.2757,6.6132,1.1817,64.4467,112.45,1.33625
07-Dec-2017,0.7545,1.2843,6.6161,1.1786,64.5388,112.4,1.3331
08-Dec-2017,0.7512,1.286,6.6162,1.1742,64.4649,113.3,1.3455
11-Dec-2017,0.7525,1.2854,6.617,1.1796,64.3616,113.63,1.3374
12-Dec-2017,0.7533,1.2871,6.6221,1.1766,64.4834,113.48,1.3349
13-Dec-2017,0.757,1.2852,6.6206,1.1736,64.4525,113.34,1.3353
14-Dec-2017,0.7666,1.2805,6.6108,1.1845,64.2798,112.77,1.34345
15-Dec-2017,0.7675,1.2834,6.6069,1.1806,64.0958,112.36,1.3395
18-Dec-2017,0.7658,1.2865,6.6131,1.1795,64.1065,112.66,1.33665
19-Dec-2017,0.7669,1.2886,6.6121,1.1823,64.1205,112.62,1.3374
20-Dec-2017,0.7658,1.2842,6.5851,1.1845,64.0577,112.95,1.3393
21-Dec-2017,0.7666,1.2734,6.5815,1.1859,64.0883,113.4,1.33665
22-Dec-2017,0.7714,1.2734,6.5764,1.1853,64.0409,113.33,1.33855
26-Dec-2017,0.7714,1.2734,6.5433,1.1853,64.0538,113.3,1.3368
27-Dec-2017,0.7745,1.2641,6.5554,1.1895,64.1577,113.2,1.3414
28-Dec-2017,0.7791,1.2588,6.5312,1.1934,64.1716,113.22,1.3434
29-Dec-2017,0.78,1.2588,6.5116,1.1993,63.9273,112.9,1.35115
02-Jan-2018,0.7837,1.2517,6.4959,1.2065,63.6728,112.9,1.3551
03-Jan-2018,0.7816,1.2533,6.5018,1.2023,63.4833,112.9,1.35615
04-Jan-2018,0.7835,1.2515,6.4966,1.2065,63.3914,112.7,1.35545
05-Jan-2018,0.7857,1.2403,6.4846,1.2045,63.3823,112.79,1.35475
08-Jan-2018,0.7842,1.2422,6.4923,1.1973,63.3482,112.79,1.3541
09-Jan-2018,0.7854,1.2454,6.5165,1.1932,63.469,112.67,1.354
10-Jan-2018,0.7828,1.2496,6.5249,1.1992,63.8264,112.3,1.35535
11-Jan-2018,0.7873,1.2535,6.5057,1.2017,63.7364,111.75,1.3462
12-Jan-2018,0.7885,1.2504,6.474,1.2137,63.5263,111.23,1.3639
16-Jan-2018,0.7968,1.2419,6.4345,1.223,63.7602,110.75,1.3747
17-Jan-2018,0.7955,1.2425,6.4351,1.2203,63.9797,110.32,1.3788
18-Jan-2018,0.7964,1.2446,6.4301,1.2235,63.8431,111.35,1.3886
19-Jan-2018,0.8019,1.2459,6.4032,1.2255,63.7183,111.05,1.38855
22-Jan-2018,0.799,1.2458,6.405,1.2239,63.8895,110.8,1.39005
23-Jan-2018,0.7989,1.2454,6.4004,1.2249,63.7722,110.96,1.39345
24-Jan-2018,0.8016,1.2341,6.3918,1.2352,63.6439,110.05,1.4136
25-Jan-2018,0.8094,1.2323,6.3388,1.2407,63.4983,109.0,1.4258
26-Jan-2018,0.8094,1.2321,6.3205,1.2436,63.4983,109.75,1.4247
29-Jan-2018,0.8096,1.2335,6.3255,1.2379,63.547,108.78,1.4063
30-Jan-2018,0.807,1.2328,6.3361,1.2421,63.7534,108.85,1.4124
31-Jan-2018,0.8073,1.2293,6.296,1.2457,63.6878,108.84,1.4161
01-Feb-2018,0.8044,1.2288,6.3021,1.2459,63.6113,109.18,1.4219
02-Feb-2018,0.7997,1.238,6.2746,1.2492,64.0781,109.4,1.4223
05-Feb-2018,0.7929,1.2483,6.2955,1.244,64.0295,109.95,1.4048
06-Feb-2018,0.7844,1.253,6.2848,1.2329,64.2723,108.7,1.39315
07-Feb-2018,0.7883,1.2546,6.2587,1.2338,64.1377,109.42,1.38885
08-Feb-2018,0.7812,1.2585,6.323,1.2252,64.1616,109.38,1.39705
09-Feb-2018,0.7779,1.2609,6.301,1.2273,64.3686,108.84,1.38265
12-Feb-2018,0.7834,1.2603,6.3217,1.2263,64.2838,108.84,1.38515
13-Feb-2018,0.787,1.26,6.346,1.2333,64.2838,108.72,1.3902
14-Feb-2018,0.7877,1.2562,6.348,1.2348,64.1259,107.1,1.3851
15-Feb-2018,0.7933,1.2507,6.348,1.2493,63.9222,106.58,1.40465
16-Feb-2018,0.7965,1.254,6.348,1.2464,63.9097,105.7,1.4063
20-Feb-2018,0.7926,1.2622,6.348,1.234,64.5254,106.78,1.39865
21-Feb-2018,0.7852,1.2671,6.348,1.2312,64.8161,107.5,1.3923
22-Feb-2018,0.7806,1.2709,6.3578,1.2276,65.0458,107.35,1.38795
23-Feb-2018,0.7821,1.2668,6.3394,1.2299,64.8227,106.9,1.39785
26-Feb-2018,0.7863,1.2686,6.3084,1.232,64.6639,106.5,1.4047
27-Feb-2018,0.7847,1.274,6.3096,1.2301,64.8514,106.89,1.3947
28-Feb-2018,0.7792,1.2809,6.3315,1.2214,65.1031,107.32,1.3842
01-Mar-2018,0.7731,1.2851,6.3418,1.2171,65.2261,106.68,1.3745
02-Mar-2018,0.7756,1.2891,6.3497,1.2312,65.2261,106.25,1.37905
05-Mar-2018,0.7752,1.2977,6.3415,1.2307,65.053,105.55,1.3813
06-Mar-2018,0.7773,1.2898,6.3431,1.2411,64.9941,106.35,1.38985
07-Mar-2018,0.7804,1.2947,6.3257,1.2417,64.9627,105.62,1.38555
08-Mar-2018,0.783,1.2927,6.3294,1.2421,64.9212,106.12,1.3861
09-Mar-2018,0.7792,1.284,6.3348,1.2291,65.0784,106.7,1.38255
12-Mar-2018,0.7869,1.283,6.3223,1.2302,65.0199,106.62,1.3854
13-Mar-2018,0.787,1.2912,6.3324,1.2378,64.9567,106.36,1.3894
14-Mar-2018,0.7871,1.2944,6.3168,1.2369,64.9875,106.45,1.3976
15-Mar-2018,0.7876,1.3032,6.3236,1.2341,64.9366,106.01,1.3929
16-Mar-2018,0.779,1.3088,6.3261,1.2301,64.8737,105.9,1.39675
19-Mar-2018,0.7691,1.3079,6.331,1.2309,65.0375,105.83,1.4046
20-Mar-2018,0.7703,1.3077,6.331,1.2276,65.1993,106.11,1.4008
21-Mar-2018,0.7703,1.3077,6.3308,1.2286,65.1993,106.11,1.40495
22-Mar-2018,0.7744,1.2908,6.3197,1.2316,65.0622,105.7,1.4192
23-Mar-2018,0.7711,1.2856,6.3276,1.2346,65.1333,104.9,1.412
26-Mar-2018,0.7723,1.2886,6.2965,1.2411,64.9055,104.98,1.42265
27-Mar-2018,0.7738,1.2886,6.2547,1.2376,64.7973,105.63,1.4111
28-Mar-2018,0.7694,1.2902,6.2815,1.2398,65.0441,105.48,1.4143
29-Mar-2018,0.7665,1.2894,6.2931,1.2321,65.0441,106.58,1.40615
30-Mar-2018,0.7665,1.2894,6.2754,1.2321,65.0441,106.19,1.40615
02-Apr-2018,0.7665,1.2908,6.2785,1.2321,65.0441,106.32,1.406
03-Apr-2018,0.7685,1.2812,6.287,1.2308,65.024,105.89,1.40265
04-Apr-2018,0.77,1.2809,6.3025,1.2276,65.0232,106.51,1.40385
05-Apr-2018,0.769,1.2776,6.3025,1.226,65.0601,106.94,1.40635
06-Apr-2018,0.7677,1.2764,6.3025,1.2234,64.9884,107.17,1.4015
09-Apr-2018,0.7691,1.2729,6.3091,1.2304,64.9287,106.95,1.41035
10-Apr-2018,0.7733,1.2618,6.2949,1.2361,64.9368,106.71,1.4159
11-Apr-2018,0.7749,1.2584,6.2831,1.2384,65.1272,107.09,1.4193
12-Apr-2018,0.7751,1.2596,6.2809,1.2323,65.3496,106.82,1.41865
13-Apr-2018,0.778,1.2597,6.2874,1.2317,65.2226,107.33,1.4279
16-Apr-2018,0.7769,1.2579,6.2821,1.237,65.4476,107.22,1.42995
17-Apr-2018,0.7771,1.2552,6.2785,1.2357,65.6124,107.0,1.4334
18-Apr-2018,0.7771,1.2614,6.2845,1.2388,65.6814,107.32,1.42075
19-Apr-2018,0.7804,1.2633,6.2769,1.2382,65.7837,107.44,1.4218
20-Apr-2018,0.7714,1.2728,6.2879,1.2309,66.0167,107.49,1.4074
23-Apr-2018,0.7673,1.2833,6.305,1.2238,66.2177,107.82,1.3953
24-Apr-2018,0.7608,1.2828,6.3146,1.2213,66.3622,108.76,1.3941
25-Apr-2018,0.7608,1.2869,6.3224,1.2185,66.6983,109.18,1.39525
26-Apr-2018,0.7574,1.2862,6.3352,1.2168,66.8299,109.37,1.39655
27-Apr-2018,0.7545,1.2862,6.3407,1.207,66.7801,109.31,1.37685
30-Apr-2018,0.757,1.2836,6.3407,1.2079,66.7801,109.31,1.3725
01-May-2018,0.754,1.2867,6.3407,1.2079,66.7801,109.3,1.36945
02-May-2018,0.7503,1.2851,6.3609,1.2007,66.6636,109.83,1.36535
03-May-2018,0.7524,1.2862,6.3561,1.1992,66.6093,109.83,1.3585
04-May-2018,0.7538,1.2861,6.354,1.1969,66.7681,109.83,1.35685
07-May-2018,0.752,1.2864,6.3645,1.1902,67.106,108.94,1.35315
08-May-2018,0.7514,1.2963,6.3676,1.187,67.0809,108.91,1.35145
09-May-2018,0.7435,1.2856,6.3803,1.1879,67.3815,109.5,1.35645
10-May-2018,0.7458,1.2775,6.366,1.1878,67.3786,109.91,1.3566
11-May-2018,0.7534,1.2779,6.3438,1.1934,67.2203,109.41,1.3575
14-May-2018,0.7549,1.2775,6.3367,1.1988,67.3153,109.33,1.3592
15-May-2018,0.7508,1.2876,6.3558,1.1883,67.5288,109.7,1.3539
16-May-2018,0.7484,1.2809,6.3688,1.1784,67.8276,110.28,1.3473
17-May-2018,0.754,1.2801,6.3655,1.1805,67.7156,110.36,1.3493
18-May-2018,0.7519,1.288,6.3733,1.1781,67.9577,110.89,1.3482
21-May-2018,0.7519,1.288,6.3919,1.1759,68.0883,111.04,1.3401
22-May-2018,0.7588,1.2786,6.3686,1.1794,68.0187,110.95,1.3457
23-May-2018,0.7541,1.2876,6.3889,1.1708,68.2139,110.48,1.3351
24-May-2018,0.7562,1.2891,6.3866,1.1728,68.3872,109.5,1.3404
25-May-2018,0.7565,1.2974,6.3907,1.1675,68.26,109.54,1.3341
29-May-2018,0.7535,1.302,6.4162,1.1558,67.8201,109.0,1.3249
30-May-2018,0.7501,1.2897,6.4217,1.1632,67.6288,108.5,1.3276
31-May-2018,0.7564,1.2948,6.402,1.1699,67.4526,108.66,1.3326
01-Jun-2018,0.7541,1.2964,6.4164,1.1669,67.184,109.05,1.3324
04-Jun-2018,0.7615,1.2928,6.4145,1.1737,67.0543,109.66,1.3386
05-Jun-2018,0.7633,1.2993,6.4034,1.1675,67.1794,109.88,1.336
06-Jun-2018,0.7664,1.2913,6.3942,1.1765,67.0397,109.86,1.34175
07-Jun-2018,0.7659,1.2972,6.3937,1.1836,67.0181,109.96,1.34535
08-Jun-2018,0.7609,1.2962,6.4091,1.1754,67.5228,109.81,1.3389
11-Jun-2018,0.7609,1.2993,6.4022,1.179,67.3353,109.7,1.33525
12-Jun-2018,0.7615,1.3004,6.4026,1.1788,67.4571,110.4,1.3391
13-Jun-2018,0.7574,1.2988,6.4048,1.1764,67.6251,110.48,1.3329
14-Jun-2018,0.7555,1.3052,6.392,1.173,67.6875,110.22,1.3432
15-Jun-2018,0.7465,1.3177,6.4144,1.1596,67.9739,110.7,1.3291
18-Jun-2018,0.745,1.3208,6.4144,1.1613,68.0248,110.54,1.3252
19-Jun-2018,0.738,1.3276,6.4668,1.1534,68.1511,110.14,1.3171
20-Jun-2018,0.7402,1.3301,6.468,1.1578,68.0838,110.02,1.3158
21-Jun-2018,0.736,1.331,6.4999,1.1538,68.195,110.58,1.3182
22-Jun-2018,0.7398,1.3308,6.499,1.1648,67.7695,110.03,1.32965
25-Jun-2018,0.7419,1.3303,6.5342,1.17,68.1466,109.5,1.3255
26-Jun-2018,0.7416,1.3306,6.5528,1.1672,68.1676,109.6,1.3241
27-Jun-2018,0.738,1.3307,6.5954,1.1616,68.5246,109.9,1.3208
28-Jun-2018,0.7353,1.3267,6.6257,1.1583,68.9389,110.05,1.3098
29-Jun-2018,0.7391,1.3168,6.6248,1.1658,68.5753,110.45,1.31395
02-Jul-2018,0.7382,1.3168,6.6561,1.1639,68.6227,111.0,1.3164
03-Jul-2018,0.736,1.3154,6.6637,1.1665,68.6935,111.0,1.3187
05-Jul-2018,0.7378,1.3129,6.6416,1.1709,68.7545,110.38,1.32445
06-Jul-2018,0.7408,1.3105,6.6506,1.1724,68.8757,110.7,1.32355
09-Jul-2018,0.7467,1.3097,6.6201,1.1789,68.6573,110.48,1.3333
10-Jul-2018,0.7457,1.3125,6.6169,1.1713,68.7942,110.99,1.32325
11-Jul-2018,0.7408,1.3151,6.6535,1.1735,68.829,110.88,1.3245
12-Jul-2018,0.7384,1.3166,6.6683,1.1658,68.6313,112.28,1.3198
13-Jul-2018,0.7416,1.3171,6.6809,1.1643,68.4094,112.7,1.31275
16-Jul-2018,0.7436,1.3137,6.6928,1.172,68.5877,112.7,1.3278
17-Jul-2018,0.7427,1.3187,6.677,1.1707,68.2978,112.39,1.324
18-Jul-2018,0.7361,1.3204,6.7112,1.1611,68.5652,112.95,1.30305
