Date,Australian dollar(AUD),Canadian dollar(CAD),Chinese yuan(CNY),Euro(EUR),Indian rupee(INR),Japanese yen(JPY),U.K. pound(GBP)
08-Nov-2022,0.6464,1.3441,7.2583,0.9996,82.2112,146.5,1.1466
09-Nov-2022,0.65,1.348,7.2483,1.0039,81.48,145.72,1.14605
10-Nov-2022,0.6419,1.3378,7.2512,0.9954,81.7421,146.33,1.13745
11-Nov-2022,0.6621,1.3378,7.1069,1.0308,80.6483,142.45,1.17605
14-Nov-2022,0.6682,1.3288,7.0375,1.0319,81.2332,139.6,1.17675
15-Nov-2022,0.6696,1.329,7.0322,1.0404,81.428,140.38,1.1872
16-Nov-2022,0.6744,1.3311,7.0715,1.0412,81.3354,139.53,1.1899
17-Nov-2022,0.6708,1.335,7.1232,1.0319,81.6335,139.44,1.1861
18-Nov-2022,0.6704,1.3385,7.1241,1.0366,81.6975,140.22,1.1912
21-Nov-2022,0.6645,1.3452,7.1647,1.0246,81.7732,140.29,1.1807
22-Nov-2022,0.6624,1.3396,7.1579,1.0274,81.7742,142.05,1.18765
23-Nov-2022,0.6639,1.3392,7.1491,1.0325,81.8165,142.05,1.19375
28-Nov-2022,0.6693,1.3453,7.1999,1.0463,81.7545,139.06,1.20935
29-Nov-2022,0.6706,1.3578,7.1649,1.0366,81.7121,138.85,1.20235
30-Nov-2022,0.6698,1.3508,7.1418,1.0376,81.597,138.8,1.2011
01-Dec-2022,0.6809,1.3433,7.076,1.0454,81.1512,136.25,1.21665
02-Dec-2022,0.6813,1.3468,7.0426,1.0538,81.1771,135.5,1.2278
05-Dec-2022,0.6841,1.3532,6.9628,1.0587,81.5855,134.68,1.22795
06-Dec-2022,0.6731,1.3649,6.9941,1.0516,82.28,136.5,1.2215
07-Dec-2022,0.6692,1.364,6.9802,1.0529,82.5391,137.27,1.21455
08-Dec-2022,0.6716,1.3582,6.9704,1.0519,82.2844,136.57,1.21735
09-Dec-2022,0.6792,1.363,6.9494,1.0559,82.2092,136.88,1.2265
12-Dec-2022,0.6779,1.3658,6.9745,1.0562,82.6425,136.77,1.22765
13-Dec-2022,0.6755,1.3547,6.9783,1.0545,82.7154,137.8,1.22915
14-Dec-2022,0.6837,1.3561,6.9495,1.0649,82.517,135.53,1.237
15-Dec-2022,0.6824,1.364,6.9642,1.0621,82.4822,135.37,1.2309
16-Dec-2022,0.6706,1.3687,6.9752,1.0619,82.8184,137.63,1.2191
19-Dec-2022,0.6713,1.3653,6.9823,1.0598,82.6405,136.16,1.21875
20-Dec-2022,0.6659,1.3621,6.976,1.0599,82.7902,133.11,1.21595
21-Dec-2022,0.6664,1.3612,6.9674,1.0636,82.7736,131.73,1.2104
22-Dec-2022,0.6761,1.3656,6.9809,1.0633,82.6679,131.78,1.2044
23-Dec-2022,0.668,1.3603,6.986,1.0622,82.8685,132.65,1.2068
03-Jan-2023,0.668,1.3658,6.8928,1.0545,82.7817,132.65,1.1933
04-Jan-2023,0.6809,1.3508,6.8912,1.0599,82.9052,130.96,1.20565
05-Jan-2023,0.6815,1.3564,6.8747,1.0601,82.6973,132.05,1.20225
06-Jan-2023,0.6769,1.3486,6.863,1.05,82.6348,133.64,1.18485
09-Jan-2023,0.6929,1.3376,6.779,1.0696,82.3662,133.64,1.21435
10-Jan-2023,0.6904,1.3421,6.7838,1.0723,82.2108,131.8,1.2151
11-Jan-2023,0.6911,1.3425,6.7725,1.0747,81.7029,132.36,1.2128
12-Jan-2023,0.6923,1.3378,6.7573,1.0772,81.7187,131.9,1.21645
13-Jan-2023,0.6955,1.3406,6.7143,1.0814,81.4328,129.23,1.2174
17-Jan-2023,0.6973,1.339,6.7681,1.0843,81.7727,128.71,1.2257
18-Jan-2023,0.6994,1.3439,6.7741,1.0839,81.648,128.84,1.23765
19-Jan-2023,0.6904,1.3472,6.7787,1.0815,81.3577,128.4,1.2353
20-Jan-2023,0.6918,1.3421,6.7748,1.0826,81.2196,128.65,1.23535
23-Jan-2023,0.6983,1.3382,6.7748,1.0871,81.2757,129.29,1.2353
24-Jan-2023,0.7033,1.337,6.7748,1.0858,81.602,130.36,1.2315
25-Jan-2023,0.7102,1.3393,6.7748,1.0878,81.6263,130.35,1.231
26-Jan-2023,0.7102,1.3349,6.7748,1.0895,81.6263,129.19,1.2391
27-Jan-2023,0.7107,1.3314,6.7748,1.0865,81.5445,130.0,1.23685
30-Jan-2023,0.7092,1.3356,6.7523,1.0903,81.6552,130.06,1.2383
31-Jan-2023,0.7037,1.335,6.7529,1.0833,81.7387,130.41,1.2324
01-Feb-2023,0.7068,1.3321,6.746,1.0894,81.8494,129.87,1.23275
02-Feb-2023,0.715,1.3312,6.7225,1.0988,81.9536,128.4,1.2372
03-Feb-2023,0.7062,1.3391,6.7444,1.0937,82.2296,128.68,1.22575
06-Feb-2023,0.6943,1.3442,6.7812,1.0776,82.454,132.35,1.2052
07-Feb-2023,0.6931,1.3435,6.787,1.07,82.6959,132.54,1.19865
08-Feb-2023,0.6964,1.3429,6.7797,1.0735,82.6746,130.89,1.2094
09-Feb-2023,0.6954,1.3427,6.7853,1.0771,82.6103,131.55,1.2149
10-Feb-2023,0.6923,1.3362,6.798,1.069,82.5787,131.62,1.2109
13-Feb-2023,0.6908,1.3343,6.8243,1.0686,82.7046,131.7,1.2058
14-Feb-2023,0.6908,1.3345,6.8189,1.0759,82.7163,132.28,1.2203
15-Feb-2023,0.6937,1.3411,6.8468,1.07,82.8621,132.73,1.20575
16-Feb-2023,0.6922,1.3439,6.8556,1.07,82.6414,134.05,1.2055
17-Feb-2023,0.6843,1.3487,6.8779,1.0625,82.8085,134.3,1.1935
21-Feb-2023,0.6896,1.3516,6.8745,1.0664,82.7562,134.25,1.211
22-Feb-2023,0.6839,1.3542,6.8945,1.0644,82.8434,134.8,1.2083
23-Feb-2023,0.683,1.3549,6.8909,1.0616,82.7628,134.8,1.2029
24-Feb-2023,0.6814,1.3622,6.9365,1.057,82.7432,134.1,1.19865
27-Feb-2023,0.6711,1.3573,6.9657,1.0554,82.9145,136.15,1.1982
28-Feb-2023,0.673,1.3609,6.9449,1.0619,82.6816,136.29,1.2095
01-Mar-2023,0.675,1.3612,6.8906,1.0684,82.5467,136.36,1.205
02-Mar-2023,0.6746,1.3614,6.9097,1.0605,82.5555,136.5,1.1981
03-Mar-2023,0.6744,1.361,6.901,1.0615,82.2643,136.6,1.2005
06-Mar-2023,0.6756,1.3615,6.9178,1.0646,81.7448,135.86,1.2003
07-Mar-2023,0.6713,1.3717,6.9253,1.0665,81.7448,136.09,1.19865
08-Mar-2023,0.6591,1.3785,6.9706,1.0545,82.089,137.33,1.18375
09-Mar-2023,0.661,1.379,6.9727,1.0554,81.9159,137.02,1.18895
10-Mar-2023,0.6599,1.379,6.9657,1.0586,82.0147,135.91,1.19925
13-Mar-2023,0.6599,1.373,6.902,1.0706,81.9132,134.33,1.2086
14-Mar-2023,0.6649,1.3677,6.87,1.0737,82.3619,133.05,1.2166
15-Mar-2023,0.6692,1.3778,6.8931,1.0549,82.4955,134.57,1.2065
16-Mar-2023,0.6637,1.3744,6.9028,1.0595,82.6841,132.55,1.2049
17-Mar-2023,0.6714,1.3734,6.8673,1.0623,82.4663,133.48,1.2131
20-Mar-2023,0.6683,1.3674,6.8912,1.0717,82.503,132.6,1.22325
21-Mar-2023,0.6691,1.3706,6.8737,1.0776,82.6799,132.6,1.2252
22-Mar-2023,0.6695,1.3712,6.8899,1.0785,82.6799,132.44,1.2271
23-Mar-2023,0.6741,1.3671,6.8285,1.0879,82.159,130.85,1.23075
24-Mar-2023,0.6687,1.3763,6.8506,1.0745,82.2378,130.6,1.22165
27-Mar-2023,0.665,1.3682,6.8858,1.0773,82.3558,130.65,1.22625
28-Mar-2023,0.6689,1.3626,6.8863,1.0841,82.2068,130.65,1.2309
29-Mar-2023,0.6703,1.3576,6.8875,1.0847,82.3603,131.27,1.2346
30-Mar-2023,0.6687,1.3533,6.8767,1.0886,82.3603,132.52,1.2339
31-Mar-2023,0.6712,1.3533,6.8685,1.0875,82.2169,133.48,1.23755
03-Apr-2023,0.6663,1.3438,6.8885,1.087,82.3867,133.04,1.2365
04-Apr-2023,0.6765,1.3447,6.88,1.0901,82.3867,132.57,1.25045
05-Apr-2023,0.6736,1.3457,6.88,1.094,82.1892,131.52,1.2468
06-Apr-2023,0.6694,1.3478,6.8779,1.0915,81.9753,131.1,1.24605
07-Apr-2023,0.6694,1.3478,6.8754,1.0915,81.9753,131.73,1.24605
10-Apr-2023,0.6694,1.3527,6.8728,1.0915,81.9105,132.6,1.24605
11-Apr-2023,0.6677,1.3483,6.8862,1.0905,82.0881,133.42,1.2453
12-Apr-2023,0.6671,1.3447,6.8841,1.0922,82.0712,133.75,1.24125
13-Apr-2023,0.6701,1.3359,6.8738,1.1015,81.9755,133.22,1.2506
14-Apr-2023,0.6783,1.3362,6.8434,1.1057,81.9755,132.47,1.2512
17-Apr-2023,0.6715,1.3398,6.8685,1.0981,81.9456,133.85,1.2406
18-Apr-2023,0.6733,1.3387,6.8771,1.0972,82.0734,134.42,1.2439
19-Apr-2023,0.6727,1.3445,6.8962,1.0933,82.1202,134.1,1.24145
20-Apr-2023,0.6715,1.3445,6.8846,1.0944,82.1635,134.82,1.2439
21-Apr-2023,0.6708,1.3539,6.8913,1.0978,82.1542,134.24,1.23845
24-Apr-2023,0.6676,1.3542,6.8971,1.1002,82.0495,134.08,1.24475
25-Apr-2023,0.6676,1.3623,6.9179,1.1022,81.8994,134.29,1.24555
26-Apr-2023,0.6609,1.3625,6.9201,1.1039,81.9155,133.74,1.2486
27-Apr-2023,0.6627,1.3612,6.9248,1.1042,81.6526,133.67,1.24715
28-Apr-2023,0.661,1.3578,6.9232,1.0981,81.7829,134.05,1.24635
01-May-2023,0.6639,1.3546,6.9232,1.0981,81.7829,136.69,1.24635
02-May-2023,0.6705,1.3618,6.9232,1.0965,81.7625,137.52,1.24715
03-May-2023,0.6664,1.3616,6.9232,1.1043,81.8552,137.52,1.2506
04-May-2023,0.669,1.3566,6.914,1.1074,81.7353,137.52,1.2572
05-May-2023,0.6735,1.3427,6.9122,1.1014,81.7353,137.52,1.2613
08-May-2023,0.6775,1.3354,6.9138,1.1037,81.7606,135.07,1.2613
09-May-2023,0.6778,1.339,6.9262,1.0959,82.0231,135.28,1.26205
10-May-2023,0.6764,1.3375,6.9284,1.095,82.024,135.15,1.26105
11-May-2023,0.6775,1.3477,6.9385,1.093,82.0431,134.1,1.2602
12-May-2023,0.669,1.3534,6.9484,1.0892,82.1606,134.55,1.2538
15-May-2023,0.6682,1.3487,6.9497,1.0876,82.2841,136.0,1.25065
16-May-2023,0.6674,1.3456,6.9629,1.0881,82.2735,135.95,1.25345
17-May-2023,0.6639,1.3463,7.0023,1.0829,82.3695,136.43,1.24475
18-May-2023,0.6647,1.35,7.0289,1.0813,82.4783,137.53,1.2433
19-May-2023,0.6634,1.3503,7.0225,1.0808,82.6989,138.35,1.2429
22-May-2023,0.664,1.3503,7.0285,1.0822,82.7982,137.65,1.24495
23-May-2023,0.665,1.3504,7.0511,1.0779,82.7961,138.78,1.23855
24-May-2023,0.6598,1.3582,7.0523,1.0785,82.7207,138.4,1.2377
25-May-2023,0.6527,1.3628,7.0692,1.0735,82.7477,139.42,1.23595
26-May-2023,0.6515,1.3623,7.0457,1.0751,82.7182,139.8,1.2378
30-May-2023,0.6509,1.3598,7.0913,1.0744,82.7332,140.22,1.24285
31-May-2023,0.6495,1.3603,7.1088,1.0683,82.6773,139.8,1.2364
01-Jun-2023,0.6511,1.3482,7.1221,1.0697,82.4562,139.45,1.2467
02-Jun-2023,0.6612,1.3435,7.0738,1.0763,82.3175,138.75,1.2528
05-Jun-2023,0.6607,1.3434,7.1182,1.069,82.5768,140.14,1.23915
06-Jun-2023,0.6661,1.3419,7.1189,1.0683,82.6396,139.54,1.2415
07-Jun-2023,0.6678,1.3376,7.1256,1.0717,82.5339,139.45,1.24545
08-Jun-2023,0.6662,1.3358,7.1305,1.0737,82.5795,139.87,1.2465
09-Jun-2023,0.6662,1.3358,7.1223,1.078,82.5795,139.06,1.2546
12-Jun-2023,0.6662,1.3366,7.1422,1.0765,82.4553,139.37,1.25765
13-Jun-2023,0.6761,1.331,7.1498,1.0793,82.3907,139.65,1.2569
14-Jun-2023,0.6767,1.3297,7.1605,1.0809,82.3141,140.03,1.26425
15-Jun-2023,0.6821,1.3252,7.1532,1.0819,82.1982,140.28,1.26695
16-Jun-2023,0.6888,1.3198,7.1235,1.0966,81.8834,140.09,1.2793
20-Jun-2023,0.6803,1.3241,7.1724,1.0933,82.1157,142.18,1.27655
21-Jun-2023,0.6783,1.3183,7.1937,1.0923,82.0951,141.6,1.27035
22-Jun-2023,0.6765,1.316,7.1937,1.0985,81.9188,141.88,1.2815
23-Jun-2023,0.6697,1.3199,7.1937,1.0884,82.051,143.08,1.27195
26-Jun-2023,0.6679,1.3151,7.2351,1.0918,81.9729,143.43,1.27105
27-Jun-2023,0.6712,1.3175,7.2095,1.0951,81.962,143.44,1.2733
28-Jun-2023,0.6646,1.3254,7.2362,1.0938,81.962,143.91,1.26915
29-Jun-2023,0.6614,1.3255,7.2392,1.0938,81.962,144.25,1.2656
30-Jun-2023,0.663,1.324,7.2603,1.0866,82.0428,144.88,1.2647
05-Jul-2023,0.6688,1.3273,7.2426,1.0879,82.1616,144.5,1.2699
06-Jul-2023,0.6661,1.3348,7.2479,1.0899,82.4572,144.35,1.27715
07-Jul-2023,0.6635,1.3293,7.2434,1.0888,82.6773,144.1,1.2762
10-Jul-2023,0.6657,1.3284,7.2324,1.0956,82.6335,142.5,1.27865
11-Jul-2023,0.6682,1.326,7.2038,1.0989,82.3533,141.42,1.29115
12-Jul-2023,0.6709,1.3188,7.1892,1.1022,82.2817,139.83,1.29185
13-Jul-2023,0.6808,1.3128,7.1589,1.1182,82.1201,138.55,1.3066
14-Jul-2023,0.6889,1.3183,7.1361,1.1221,82.1021,137.5,1.31105
17-Jul-2023,0.6814,1.3187,7.1721,1.123,82.146,137.5,1.3079
18-Jul-2023,0.6821,1.319,7.1734,1.1255,82.0486,138.8,1.31225
19-Jul-2023,0.6794,1.317,7.2177,1.1222,82.1029,138.99,1.292
20-Jul-2023,0.6828,1.3171,7.1874,1.1197,82.0446,139.6,1.2897
21-Jul-2023,0.6775,1.3212,7.1768,1.1123,82.0217,140.0,1.2846
24-Jul-2023,0.6736,1.3172,7.2029,1.1096,81.9246,141.78,1.28345
25-Jul-2023,0.6768,1.3184,7.142,1.1051,81.8088,141.53,1.28405
26-Jul-2023,0.6763,1.322,7.1477,1.1059,81.988,141.05,1.2921
27-Jul-2023,0.6793,1.3201,7.137,1.1125,81.9923,140.3,1.29565
28-Jul-2023,0.6669,1.3232,7.1619,1.101,82.2465,139.43,1.28525
31-Jul-2023,0.6682,1.3177,7.1473,1.1023,82.2481,140.92,1.28655
01-Aug-2023,0.6673,1.3291,7.1653,1.097,82.2833,142.75,1.27995
02-Aug-2023,0.6581,1.3335,7.1832,1.0985,82.5347,143.16,1.2782
03-Aug-2023,0.6538,1.3351,7.1894,1.0932,82.7171,143.26,1.26515
04-Aug-2023,0.6573,1.3355,7.1815,1.0946,82.7978,142.55,1.27
07-Aug-2023,0.6573,1.3355,7.1916,1.0984,82.7431,141.65,1.27285
08-Aug-2023,0.6531,1.3456,7.2131,1.0944,82.7968,143.02,1.27205
09-Aug-2023,0.6556,1.3431,7.1995,1.0968,82.8166,143.33,1.27365
10-Aug-2023,0.6545,1.3409,7.2103,1.1019,82.8372,143.83,1.2771
11-Aug-2023,0.6522,1.3443,7.2356,1.1004,82.7796,143.83,1.2716
14-Aug-2023,0.6475,1.3461,7.2536,1.093,82.9521,145.08,1.27015
15-Aug-2023,0.6512,1.3482,7.2849,1.0926,82.9521,145.54,1.2709
16-Aug-2023,0.6451,1.3518,7.289,1.0916,82.9521,145.67,1.2742
17-Aug-2023,0.6385,1.3524,7.3069,1.09,83.1263,146.4,1.27485
18-Aug-2023,0.6407,1.3552,7.2866,1.0867,83.0905,145.6,1.27175
21-Aug-2023,0.64,1.3543,7.3091,1.0908,83.1146,145.27,1.27415
22-Aug-2023,0.6417,1.3549,7.2885,1.0887,83.067,146.25,1.27645
23-Aug-2023,0.6441,1.3552,7.2903,1.0805,82.9218,145.7,1.26265
24-Aug-2023,0.6479,1.3565,7.2814,1.084,82.5517,144.78,1.2685
25-Aug-2023,0.6417,1.3606,7.2886,1.0808,82.6523,146.1,1.26125
28-Aug-2023,0.6431,1.3596,7.2952,1.0808,82.6126,146.49,1.26125
29-Aug-2023,0.6446,1.3593,7.2904,1.0803,82.6498,146.48,1.25885
30-Aug-2023,0.6475,1.3535,7.2924,1.0886,82.7698,146.01,1.2665
31-Aug-2023,0.6485,1.3531,7.2899,1.0868,82.6784,146.07,1.268
01-Sep-2023,0.6471,1.358,7.261,1.0844,82.6648,145.64,1.26785
05-Sep-2023,0.6401,1.3627,7.3001,1.0731,82.944,147.0,1.25545
06-Sep-2023,0.6403,1.3654,7.3105,1.0745,83.0902,147.8,1.2551
07-Sep-2023,0.638,1.3674,7.3271,1.071,83.1829,147.84,1.2456
08-Sep-2023,0.6407,1.3632,7.346,1.0704,83.1589,146.9,1.24825
11-Sep-2023,0.6437,1.3581,7.292,1.0724,82.8809,146.92,1.25135
12-Sep-2023,0.6425,1.356,7.2956,1.0713,82.976,146.63,1.24685
13-Sep-2023,0.6409,1.3551,7.2833,1.0733,82.9527,147.24,1.24775
14-Sep-2023,0.6441,1.3515,7.2766,1.073,82.976,147.12,1.24655
15-Sep-2023,0.6467,1.3526,7.2673,1.0658,83.0557,147.5,1.24125
18-Sep-2023,0.6445,1.3491,7.2914,1.0663,83.2102,147.5,1.24025
19-Sep-2023,0.6431,1.3491,7.2959,1.0713,83.2102,147.67,1.2396
20-Sep-2023,0.6452,1.3423,7.2992,1.0702,83.2553,147.8,1.23645
21-Sep-2023,0.6403,1.3486,7.3036,1.0635,83.1511,148.34,1.22625
22-Sep-2023,0.6425,1.3464,7.3006,1.0647,82.9477,147.64,1.2246
25-Sep-2023,0.6418,1.3471,7.311,1.0633,83.0968,148.4,1.22385
26-Sep-2023,0.6414,1.3509,7.3122,1.0605,83.2328,148.88,1.2184
27-Sep-2023,0.6379,1.3515,7.3084,1.0536,83.2188,149.03,1.21415
28-Sep-2023,0.6377,1.3493,7.3037,1.0539,83.2188,149.49,1.22
29-Sep-2023,0.6458,1.352,7.3037,1.0594,83.2188,149.44,1.22675
02-Oct-2023,0.6458,1.352,7.3037,1.053,83.2188,149.72,1.2156
03-Oct-2023,0.6316,1.3711,7.3037,1.0469,83.1812,149.86,1.20585
04-Oct-2023,0.6321,1.3743,7.3037,1.0497,83.2588,149.24,1.2124
05-Oct-2023,0.6372,1.3733,7.3037,1.0526,83.2413,148.8,1.2137
06-Oct-2023,0.6368,1.3683,7.3037,1.0563,83.2388,148.62,1.22115
10-Oct-2023,0.6411,1.3591,7.2951,1.0582,83.2556,148.55,1.2257
11-Oct-2023,0.6421,1.3603,7.2985,1.0604,83.2368,148.6,1.22925
12-Oct-2023,0.6423,1.3657,7.2993,1.0619,83.1834,149.14,1.22955
13-Oct-2023,0.6317,1.3661,7.307,1.0524,83.2574,149.83,1.2168
16-Oct-2023,0.6323,1.3619,7.3114,1.0538,83.2632,149.54,1.21515
17-Oct-2023,0.6355,1.3647,7.3145,1.0569,83.2555,149.55,1.21595
18-Oct-2023,0.6379,1.3685,7.311,1.0565,83.2571,149.8,1.2181
19-Oct-2023,0.6303,1.3715,7.3167,1.0558,83.2746,149.76,1.2123
20-Oct-2023,0.6316,1.3695,7.3179,1.0591,83.1982,149.85,1.21235
23-Oct-2023,0.6311,1.3693,7.3178,1.0597,83.1663,149.93,1.2155
24-Oct-2023,0.6359,1.3731,7.3065,1.0632,83.1663,149.75,1.2212
25-Oct-2023,0.6386,1.3782,7.3155,1.0576,83.1518,149.92,1.2124
26-Oct-2023,0.6278,1.3825,7.319,1.054,83.2439,150.17,1.20765
27-Oct-2023,0.6345,1.3857,7.3175,1.0541,83.2518,150.18,1.21235
30-Oct-2023,0.6353,1.3833,7.3183,1.0605,83.2676,149.8,1.21255
31-Oct-2023,0.6346,1.3871,7.3182,1.0619,83.2692,149.45,1.21775
01-Nov-2023,0.6332,1.3875,7.3194,1.0537,83.2843,151.3,1.21265
02-Nov-2023,0.6424,1.3778,7.3192,1.0661,83.263,150.5,1.22015
03-Nov-2023,0.6433,1.3683,7.315,1.0702,83.2669,150.5,1.2228
06-Nov-2023,0.651,1.3676,7.2812,1.0741,83.2213,149.62,1.24245
07-Nov-2023,0.6439,1.376,7.2843,1.0686,83.265,150.06,1.22895
08-Nov-2023,0.644,1.3797,7.279,1.0671,83.2691,150.61,1.2267
09-Nov-2023,0.6416,1.3781,7.2855,1.0691,83.2808,150.96,1.2261
10-Nov-2023,0.6361,1.3819,7.2928,1.0683,83.353,151.33,1.2208
13-Nov-2023,0.636,1.3819,7.2945,1.067,83.3248,151.65,1.22505
14-Nov-2023,0.6372,1.3725,7.2943,1.0724,83.3248,151.72,1.2282
15-Nov-2023,0.65,1.3675,7.2402,1.0868,83.1272,150.64,1.24725
16-Nov-2023,0.6471,1.375,7.2559,1.0849,83.2388,151.25,1.2403
17-Nov-2023,0.6468,1.3722,7.2462,1.0872,83.2646,150.68,1.24285
20-Nov-2023,0.655,1.3726,7.1783,1.0928,83.3309,149.0,1.24715
21-Nov-2023,0.6577,1.3698,7.133,1.0955,83.3466,148.0,1.253
22-Nov-2023,0.6555,1.3723,7.1451,1.0911,83.3375,148.2,1.2535
27-Nov-2023,0.6555,1.3723,7.1527,1.0951,83.3375,149.48,1.26355
28-Nov-2023,0.6623,1.3581,7.1539,1.0949,83.3926,148.11,1.26195
29-Nov-2023,0.665,1.359,7.1249,1.0985,83.3191,146.86,1.2688
30-Nov-2023,0.6648,1.3582,7.1313,1.0931,83.35,146.98,1.26405
01-Dec-2023,0.6611,1.3507,7.1452,1.0875,83.3602,147.79,1.2647
04-Dec-2023,0.6656,1.3541,7.1378,1.0868,83.3357,146.35,1.2681
05-Dec-2023,0.6584,1.3579,7.1473,1.0817,83.3931,147.2,1.2622
06-Dec-2023,0.6581,1.3574,7.1572,1.0778,83.3544,147.19,1.2588
07-Dec-2023,0.6529,1.3597,7.1555,1.0771,83.365,146.0,1.25705
08-Dec-2023,0.6618,1.3588,7.1601,1.0777,83.3681,144.0,1.258
11-Dec-2023,0.6555,1.357,7.1831,1.0757,83.3872,145.5,1.25895
12-Dec-2023,0.6591,1.3599,7.1762,1.0804,83.38,145.8,1.2571
13-Dec-2023,0.6555,1.3561,7.1844,1.0787,83.395,145.53,1.25255
14-Dec-2023,0.6712,1.3419,7.1379,1.0919,83.35,142.43,1.2692
15-Dec-2023,0.6717,1.3378,7.1065,1.0946,83.1802,142.4,1.27715
18-Dec-2023,0.6714,1.3387,7.1316,1.0918,83.0173,142.15,1.2655
19-Dec-2023,0.6724,1.3344,7.1465,1.0962,83.179,143.51,1.27045
20-Dec-2023,0.6775,1.3331,7.135,1.0944,83.1523,143.98,1.26505
21-Dec-2023,0.6748,1.3311,7.1453,1.0983,83.2729,143.36,1.26655
22-Dec-2023,0.6782,1.3258,7.1436,1.1023,83.2729,141.91,1.27355
02-Jan-2024,0.682,1.3316,7.1319,1.0956,83.3282,141.91,1.2661
03-Jan-2024,0.6763,1.3356,7.1465,1.0919,83.3242,141.91,1.26275
04-Jan-2024,0.6738,1.3354,7.1515,1.0953,83.3002,143.32,1.269
05-Jan-2024,0.6698,1.3347,7.1632,1.0921,83.176,144.89,1.2654
08-Jan-2024,0.6699,1.3372,7.1593,1.0946,83.0687,144.89,1.2699
09-Jan-2024,0.6719,1.3391,7.1584,1.094,83.1289,143.92,1.27135
10-Jan-2024,0.6703,1.3382,7.1727,1.0946,83.1548,144.63,1.2728
11-Jan-2024,0.672,1.3409,7.163,1.0987,82.9415,145.53,1.27655
12-Jan-2024,0.6704,1.3387,7.1644,1.0942,82.9881,145.23,1.27265
16-Jan-2024,0.6615,1.3483,7.1833,1.0882,82.9774,145.85,1.26465
17-Jan-2024,0.6571,1.3522,7.1968,1.0877,83.131,147.39,1.269
18-Jan-2024,0.6558,1.3505,7.1967,1.0875,83.1243,148.15,1.2684
19-Jan-2024,0.6579,1.3462,7.1935,1.0887,83.1338,148.08,1.2682
22-Jan-2024,0.6594,1.3454,7.196,1.089,83.1338,148.12,1.27135
23-Jan-2024,0.6602,1.3478,7.1711,1.0872,83.1029,148.1,1.27065
24-Jan-2024,0.6575,1.3484,7.1691,1.0905,83.1457,148.12,1.27415
25-Jan-2024,0.6575,1.3496,7.1636,1.0893,83.1155,147.75,1.2732
26-Jan-2024,0.6575,1.3449,7.1811,1.0871,83.1155,147.6,1.27425
29-Jan-2024,0.659,1.3442,7.1798,1.0823,83.1494,148.22,1.2695
30-Jan-2024,0.6609,1.3417,7.1773,1.0846,83.119,147.32,1.26795
31-Jan-2024,0.6574,1.3397,7.1807,1.0837,83.0805,147.5,1.2686
01-Feb-2024,0.6553,1.3404,7.1835,1.0814,82.9553,146.75,1.2648
02-Feb-2024,0.6597,1.3454,7.18,1.0883,82.8406,146.39,1.27585
05-Feb-2024,0.6508,1.3527,7.1977,1.0746,83.0284,148.73,1.2573
06-Feb-2024,0.6515,1.3506,7.1925,1.0743,83.0629,148.64,1.2556
07-Feb-2024,0.6529,1.3469,7.192,1.0776,82.9765,147.85,1.26315
08-Feb-2024,0.6523,1.3467,7.196,1.0758,82.9762,148.02,1.26055
09-Feb-2024,0.6492,1.3458,7.196,1.0772,82.9995,149.4,1.26075
12-Feb-2024,0.6518,1.345,7.196,1.0773,82.9954,149.4,1.26165
13-Feb-2024,0.6516,1.3556,7.196,1.0793,83.019,149.35,1.2668
14-Feb-2024,0.6464,1.355,7.196,1.0713,83.0864,150.63,1.2553
15-Feb-2024,0.6485,1.3493,7.196,1.0743,83.0119,150.36,1.25515
16-Feb-2024,0.6518,1.3484,7.196,1.0768,83.0375,150.15,1.26005
20-Feb-2024,0.6531,1.3518,7.1985,1.0802,82.9704,150.32,1.25885
21-Feb-2024,0.6568,1.3512,7.1868,1.0809,82.8851,150.05,1.2616
22-Feb-2024,0.6559,1.3494,7.1898,1.0844,82.924,150.41,1.26795
23-Feb-2024,0.6572,1.3494,7.1978,1.0834,82.8865,150.41,1.26805
26-Feb-2024,0.6557,1.3515,7.1982,1.0852,82.8856,150.31,1.26945
27-Feb-2024,0.6544,1.3521,7.1983,1.0856,82.8915,150.55,1.2688
28-Feb-2024,0.6519,1.3574,7.1991,1.0808,82.9155,150.45,1.26545
29-Feb-2024,0.6519,1.357,7.1941,1.0826,82.9246,150.6,1.26505
01-Mar-2024,0.651,1.3564,7.1984,1.0813,82.8702,150.4,1.26435
04-Mar-2024,0.652,1.3572,7.1991,1.0846,82.8954,150.02,1.26785
05-Mar-2024,0.6502,1.3582,7.1991,1.0849,82.9271,150.37,1.2678
06-Mar-2024,0.6514,1.3528,7.1994,1.0874,82.9078,149.99,1.27265
07-Mar-2024,0.6586,1.3474,7.1985,1.0895,82.7785,148.93,1.2755
08-Mar-2024,0.6626,1.3471,7.1888,1.0932,82.7785,147.76,1.28295
11-Mar-2024,0.6626,1.3491,7.182,1.0926,82.677,146.75,1.28505
12-Mar-2024,0.6615,1.3499,7.1749,1.0916,82.745,146.85,1.2792
13-Mar-2024,0.6614,1.3472,7.1929,1.0939,82.9027,147.47,1.28085
14-Mar-2024,0.6616,1.3512,7.1925,1.0925,82.8709,147.61,1.28095
15-Mar-2024,0.6567,1.3512,7.1963,1.0892,82.8919,148.48,1.27545
